"area","date","municipality","use","stratum","consumption"
"U",2011-06-30,"MAGUI","Oficial",0,966.119
"R",2011-06-30,"CUMBITARA","Residencial 2",2,1056.794
"U",2011-06-30,"LEIVA","Residencial 1",1,1059.403
"U",2011-06-30,"LEIVA","Comercial",0,1103.973
"R",2011-06-30,"CUMBITARA","Comercial",0,1105.178
"R",2011-06-30,"POLICARPA","Residencial 2",2,1203.343
"R",2011-06-30,"BARBACOAS","Comercial",0,1244.686
"R",2011-06-30,"LEIVA","Residencial 2",2,1292.541
"R",2011-06-30,"POLICARPA","Residencial 2",2,1318.665
"U",2011-06-30,"BARBACOAS","Industrial",0,1332.46
"U",2011-06-30,"BARBACOAS","Residencial Sub",1,1346.436
"R",2011-06-30,"POLICARPA","Especial",0,1358.796
"R",2011-06-30,"BARBACOAS","Residencial 2",2,1365.073
"R",2011-06-30,"LEIVA","Especial",0,1427.176
"R",2011-06-30,"LEIVA","Oficial",0,1502.947
"U",2011-06-30,"POLICARPA","Comercial",0,1561.387
"U",2011-06-30,"BARBACOAS","Residencial 3",3,1935.794
"R",2011-06-30,"BARBACOAS","Especial",0,2055.227
"R",2011-06-30,"LEIVA","Residencial 1",1,2972.498
"U",2011-06-30,"POLICARPA","Oficial",0,3185.617
"U",2011-06-30,"LEIVA","Oficial",0,4976.282
"R",2011-06-30,"BARBACOAS","Oficial",0,5134.165
"U",2011-06-30,"POLICARPA","Residencial 2",2,5356.777
"U",2011-06-30,"EL ROSARIO","Residencial 2",2,5676.218
"R",2011-06-30,"POLICARPA","Residencial 1",1,6587.846
"U",2011-06-30,"CUMBITARA","Residencial 1",1,6827.488
"U",2011-06-30,"LEIVA","Residencial 2",2,6843.264
"U",2011-06-30,"CUMBITARA","Residencial 2",2,7021.072
"R",2011-06-30,"ROBERTO PAYAN","Residencial 1",1,7090.181
"U",2011-06-30,"EL ROSARIO","Residencial 1",1,9747.848
"R",2011-06-30,"ROBERTO PAYAN","Residencial Sub",1,14808.293
"R",2011-06-30,"CUMBITARA","Residencial 1",1,18195.163
"R",2011-06-30,"EL ROSARIO","Residencial 1",1,24977.612
"U",2011-06-30,"MAGUI","Residencial Sub",1,27058.694
"U",2011-06-30,"BARBACOAS","Oficial",0,27601.745
"R",2011-06-30,"MAGUI","Residencial Sub",1,28750.765
"U",2011-06-30,"BARBACOAS","Comercial",0,30281.929
"U",2011-06-30,"ROBERTO PAYAN","Residencial Sub",1,46689.353
"U",2011-06-30,"POLICARPA","Residencial 1",1,60849.45
"U",2011-06-30,"BARBACOAS","Residencial 2",2,67157.615
"R",2011-06-30,"LEIVA","Residencial 1",1,77639.568
"R",2011-06-30,"POLICARPA","Residencial 1",1,128632.77
"U",2011-06-30,"LEIVA","Residencial 1",1,144680.78
"R",2011-06-30,"BARBACOAS","Residencial 1",1,161655.19
"U",2011-06-30,"BARBACOAS","Residencial 1",1,251591.13
"U",2011-07-31,"POLICARPA","Residencial 2",2,32.698
"U",2011-07-31,"CUMBITARA","Residencial 3",3,115.24
"U",2011-07-31,"POLICARPA","Especial",0,141.69
"R",2011-07-31,"POLICARPA","Comercial",0,158.038
"R",2011-07-31,"CUMBITARA","Residencial 1",1,170.279
"R",2011-07-31,"CUMBITARA","Oficial",0,196.652
"R",2011-07-31,"MAGUI","Oficial",0,210.6
"R",2011-07-31,"POLICARPA","Residencial 3",3,313.353
"R",2011-07-31,"CUMBITARA","Residencial 2",2,315.905
"R",2011-07-31,"CUMBITARA","Especial",0,464.972
"U",2011-07-31,"CUMBITARA","Oficial",0,545.238
"R",2011-07-31,"BARBACOAS","Residencial 2",2,616.164
"U",2011-07-31,"EL ROSARIO","Residencial 1",1,634.839
"U",2011-07-31,"CUMBITARA","Residencial 2",2,774.57
"U",2011-07-31,"POLICARPA","Oficial",0,807.904
"U",2011-07-31,"BARBACOAS","Industrial",0,821.552
"U",2011-07-31,"CUMBITARA","Comercial",0,840.502
"R",2011-07-31,"LEIVA","Comercial",0,877.787
"R",2011-07-31,"BARBACOAS","Comercial",0,879.512
"R",2011-07-31,"LEIVA","Oficial",0,898.771
"U",2011-07-31,"MAGUI","Oficial",0,917.336
"R",2011-07-31,"POLICARPA","Oficial",0,974.118
"U",2011-07-31,"CUMBITARA","Oficial",0,1037.156
"R",2011-07-31,"CUMBITARA","Residencial 2",2,1102.515
"U",2011-07-31,"LEIVA","Comercial",0,1122.588
"U",2011-07-31,"BARBACOAS","Residencial Sub",1,1187.142
"R",2011-07-31,"POLICARPA","Residencial 2",2,1241.149
"U",2011-07-31,"LEIVA","Residencial 1",1,1248.485
"R",2011-07-31,"LEIVA","Residencial 2",2,1311.435
"R",2011-07-31,"EL ROSARIO","Residencial 1",1,1383.381
"R",2011-07-31,"LEIVA","Especial",0,1389.632
"R",2011-07-31,"CUMBITARA","Comercial",0,1464.286
"U",2011-07-31,"EL ROSARIO","Oficial",0,1497.083
"R",2011-07-31,"EL ROSARIO","Oficial",0,1547.366
"R",2011-07-31,"POLICARPA","Residencial 2",2,1603.548
"R",2011-07-31,"BARBACOAS","Especial",0,1613.033
"U",2011-07-31,"POLICARPA","Comercial",0,1802.457
"U",2011-07-31,"CUMBITARA","Residencial 1",1,1937.828
"U",2011-07-31,"BARBACOAS","Residencial 3",3,2070.308
"U",2011-07-31,"EL ROSARIO","Comercial",0,2214.041
"R",2011-07-31,"EL ROSARIO","Residencial 2",2,2302.477
"R",2011-07-31,"POLICARPA","Especial",0,2505.569
"U",2011-07-31,"POLICARPA","Oficial",0,2616.085
"R",2011-07-31,"EL ROSARIO","Especial",0,2782.173
"U",2011-07-31,"EL ROSARIO","Especial",0,2798.345
"R",2011-07-31,"LEIVA","Residencial 1",1,2815.214
"R",2011-07-31,"EL ROSARIO","Comercial",0,4184.252
"R",2011-07-31,"BARBACOAS","Oficial",0,4500.046
"U",2011-07-31,"LEIVA","Oficial",0,4749.983
"U",2011-07-31,"POLICARPA","Residencial 1",1,4805.191
"U",2011-07-31,"POLICARPA","Residencial 2",2,5049.897
"R",2011-07-31,"POLICARPA","Residencial 1",1,6025.904
"R",2011-07-31,"ROBERTO PAYAN","Residencial 1",1,7215.767
"U",2011-07-31,"LEIVA","Residencial 2",2,7312.564
"U",2011-07-31,"CUMBITARA","Residencial 2",2,8287.217
"U",2011-07-31,"CUMBITARA","Residencial 1",1,9366.302
"R",2011-07-31,"ROBERTO PAYAN","Residencial Sub",1,16170.87
"R",2011-07-31,"CUMBITARA","Residencial 1",1,25284.69
"U",2011-07-31,"EL ROSARIO","Residencial 2",2,25794.675
"U",2011-07-31,"MAGUI","Residencial Sub",1,27306.937
"U",2011-07-31,"BARBACOAS","Oficial",0,28008.692
"U",2011-07-31,"BARBACOAS","Comercial",0,29701.93
"R",2011-07-31,"MAGUI","Residencial Sub",1,30522.372
"U",2011-07-31,"EL ROSARIO","Residencial 1",1,46744.371
"U",2011-07-31,"ROBERTO PAYAN","Residencial Sub",1,49918.062
"U",2011-07-31,"BARBACOAS","Residencial 2",2,60803.023
"U",2011-07-31,"POLICARPA","Residencial 1",1,61177.032
"R",2011-07-31,"LEIVA","Residencial 1",1,80037.162
"R",2011-07-31,"EL ROSARIO","Residencial 1",1,119951.95
"U",2011-07-31,"LEIVA","Residencial 1",1,141399.39
"R",2011-07-31,"BARBACOAS","Residencial 1",1,145485.53
"R",2011-07-31,"POLICARPA","Residencial 1",1,155994.88
"U",2011-07-31,"BARBACOAS","Residencial 1",1,237617.43
"R",2011-08-31,"CUMBITARA","Oficial",0,55.081
"U",2011-08-31,"POLICARPA","Residencial 2",2,61.468
"U",2011-08-31,"CUMBITARA","Residencial 2",2,73.934
"U",2011-08-31,"CUMBITARA","Residencial 3",3,78.37
"R",2011-08-31,"CUMBITARA","Residencial 1",1,101.66
"R",2011-08-31,"POLICARPA","Comercial",0,130.954
"R",2011-08-31,"CUMBITARA","Residencial 2",2,136.409
"U",2011-08-31,"POLICARPA","Especial",0,137.634
"R",2011-08-31,"CUMBITARA","Especial",0,243.983
"R",2011-08-31,"POLICARPA","Residencial 3",3,310.011
"R",2011-08-31,"MAGUI","Oficial",0,335.617
"U",2011-08-31,"CUMBITARA","Oficial",0,438.8
"U",2011-08-31,"EL ROSARIO","Residencial 1",1,472.872
"U",2011-08-31,"CUMBITARA","Residencial 1",1,529.656
"U",2011-08-31,"BARBACOAS","Residencial Sub",1,555.497
"U",2011-08-31,"CUMBITARA","Comercial",0,648.405
"R",2011-08-31,"POLICARPA","Oficial",0,660.11
"R",2011-08-31,"BARBACOAS","Residencial 2",2,680.436
"R",2011-08-31,"LEIVA","Oficial",0,690.776
"U",2011-08-31,"CUMBITARA","Oficial",0,695.723
"U",2011-08-31,"POLICARPA","Oficial",0,767.01
"R",2011-08-31,"CUMBITARA","Residencial 2",2,795.904
"R",2011-08-31,"LEIVA","Especial",0,824.938
"R",2011-08-31,"CUMBITARA","Comercial",0,945.546
"R",2011-08-31,"LEIVA","Comercial",0,962.294
"R",2011-08-31,"EL ROSARIO","Residencial 1",1,1053.485
"R",2011-08-31,"BARBACOAS","Comercial",0,1111.609
"U",2011-08-31,"MAGUI","Oficial",0,1209.694
"U",2011-08-31,"BARBACOAS","Industrial",0,1222.477
"R",2011-08-31,"POLICARPA","Especial",0,1271.497
"U",2011-08-31,"LEIVA","Residencial 1",1,1329.644
"R",2011-08-31,"EL ROSARIO","Oficial",0,1361.689
"R",2011-08-31,"POLICARPA","Residencial 2",2,1368.327
"U",2011-08-31,"LEIVA","Comercial",0,1465.402
"R",2011-08-31,"EL ROSARIO","Residencial 2",2,1511.392
"R",2011-08-31,"POLICARPA","Residencial 2",2,1567.426
"U",2011-08-31,"EL ROSARIO","Oficial",0,1589.206
"U",2011-08-31,"POLICARPA","Comercial",0,1598.161
"R",2011-08-31,"LEIVA","Residencial 2",2,1720.949
"U",2011-08-31,"EL ROSARIO","Comercial",0,1831.628
"R",2011-08-31,"EL ROSARIO","Especial",0,1918.958
"U",2011-08-31,"POLICARPA","Residencial 1",1,2074.161
"R",2011-08-31,"BARBACOAS","Especial",0,2184.063
"U",2011-08-31,"EL ROSARIO","Especial",0,2238.656
"U",2011-08-31,"BARBACOAS","Residencial 3",3,2293.106
"U",2011-08-31,"POLICARPA","Oficial",0,2799.508
"R",2011-08-31,"LEIVA","Residencial 1",1,3705.43
"R",2011-08-31,"EL ROSARIO","Comercial",0,4097.1
"R",2011-08-31,"BARBACOAS","Oficial",0,5195.68
"U",2011-08-31,"POLICARPA","Residencial 2",2,5590.89
"U",2011-08-31,"LEIVA","Oficial",0,5591.886
"U",2011-08-31,"CUMBITARA","Residencial 1",1,5894.456
"R",2011-08-31,"POLICARPA","Residencial 1",1,6091.986
"U",2011-08-31,"CUMBITARA","Residencial 2",2,6925.208
"U",2011-08-31,"LEIVA","Residencial 2",2,8277.326
"R",2011-08-31,"ROBERTO PAYAN","Residencial 1",1,9090.853
"R",2011-08-31,"CUMBITARA","Residencial 1",1,15943.549
"R",2011-08-31,"ROBERTO PAYAN","Residencial Sub",1,16121.822
"U",2011-08-31,"EL ROSARIO","Residencial 2",2,19730.901
"U",2011-08-31,"BARBACOAS","Oficial",0,25143.369
"U",2011-08-31,"BARBACOAS","Comercial",0,30340.994
"U",2011-08-31,"MAGUI","Residencial Sub",1,34051.146
"U",2011-08-31,"EL ROSARIO","Residencial 1",1,36387.149
"R",2011-08-31,"MAGUI","Residencial Sub",1,38152.104
"U",2011-08-31,"ROBERTO PAYAN","Residencial Sub",1,59623.056
"U",2011-08-31,"BARBACOAS","Residencial 2",2,60735.606
"U",2011-08-31,"POLICARPA","Residencial 1",1,64490.176
"R",2011-08-31,"LEIVA","Residencial 1",1,91896.09
"R",2011-08-31,"EL ROSARIO","Residencial 1",1,102534.72
"R",2011-08-31,"POLICARPA","Residencial 1",1,130288
"R",2011-08-31,"BARBACOAS","Residencial 1",1,165151.19
"U",2011-08-31,"LEIVA","Residencial 1",1,165614.4
"U",2011-08-31,"BARBACOAS","Residencial 1",1,225782.77
"U",2011-09-30,"CUMBITARA","Residencial 3",3,100.851
"R",2011-09-30,"CUMBITARA","Residencial 1",1,147.823
"U",2011-09-30,"CUMBITARA","Residencial 2",2,159.278
"R",2011-09-30,"CUMBITARA","Residencial 2",2,162.56
"U",2011-09-30,"POLICARPA","Especial",0,167.196
"R",2011-09-30,"CUMBITARA","Oficial",0,171.309
"R",2011-09-30,"POLICARPA","Comercial",0,203.542
"R",2011-09-30,"MAGUI","Oficial",0,226.66
"R",2011-09-30,"POLICARPA","Residencial 3",3,312.583
"U",2011-09-30,"POLICARPA","Residencial 2",2,321.306
"R",2011-09-30,"CUMBITARA","Especial",0,352.748
"U",2011-09-30,"EL ROSARIO","Residencial 1",1,400.012
"U",2011-09-30,"CUMBITARA","Residencial 1",1,439.326
"U",2011-09-30,"CUMBITARA","Oficial",0,566.425
"U",2011-09-30,"BARBACOAS","Residencial Sub",1,615.93
"U",2011-09-30,"CUMBITARA","Comercial",0,771.35
"R",2011-09-30,"LEIVA","Comercial",0,793.916
"U",2011-09-30,"POLICARPA","Oficial",0,824.347
"R",2011-09-30,"CUMBITARA","Residencial 2",2,839.505
"R",2011-09-30,"LEIVA","Oficial",0,853.461
"U",2011-09-30,"CUMBITARA","Oficial",0,859.309
"U",2011-09-30,"MAGUI","Oficial",0,981.146
"R",2011-09-30,"LEIVA","Especial",0,1008.935
"R",2011-09-30,"BARBACOAS","Comercial",0,1067.605
"U",2011-09-30,"BARBACOAS","Industrial",0,1101.854
"R",2011-09-30,"CUMBITARA","Comercial",0,1200.912
"R",2011-09-30,"BARBACOAS","Residencial 2",2,1204.154
"U",2011-09-30,"LEIVA","Comercial",0,1237.186
"R",2011-09-30,"POLICARPA","Oficial",0,1270.687
"U",2011-09-30,"LEIVA","Residencial 1",1,1319.886
"R",2011-09-30,"EL ROSARIO","Residencial 2",2,1440.783
"R",2011-09-30,"EL ROSARIO","Oficial",0,1500.897
"U",2011-09-30,"POLICARPA","Residencial 1",1,1538.204
"R",2011-09-30,"LEIVA","Residencial 2",2,1567.984
"R",2011-09-30,"POLICARPA","Residencial 2",2,1580.363
"R",2011-09-30,"POLICARPA","Residencial 2",2,1596.353
"U",2011-09-30,"POLICARPA","Comercial",0,1670.501
"R",2011-09-30,"EL ROSARIO","Residencial 1",1,1751.904
"R",2011-09-30,"POLICARPA","Especial",0,2067.355
"R",2011-09-30,"BARBACOAS","Especial",0,2091.328
"R",2011-09-30,"EL ROSARIO","Especial",0,2105.691
"U",2011-09-30,"EL ROSARIO","Oficial",0,2285.253
"U",2011-09-30,"EL ROSARIO","Comercial",0,2551.928
"R",2011-09-30,"LEIVA","Residencial 1",1,2897.797
"U",2011-09-30,"BARBACOAS","Residencial 3",3,3132.933
"U",2011-09-30,"EL ROSARIO","Especial",0,3263.06
"U",2011-09-30,"POLICARPA","Oficial",0,3551.873
"U",2011-09-30,"LEIVA","Oficial",0,4956.848
"U",2011-09-30,"POLICARPA","Residencial 2",2,5988.51
"R",2011-09-30,"BARBACOAS","Oficial",0,6381.122
"U",2011-09-30,"LEIVA","Residencial 2",2,6658.976
"R",2011-09-30,"POLICARPA","Residencial 1",1,7326.078
"U",2011-09-30,"CUMBITARA","Residencial 1",1,7412.058
"U",2011-09-30,"CUMBITARA","Residencial 2",2,7596.062
"R",2011-09-30,"ROBERTO PAYAN","Residencial 1",1,7870.887
"R",2011-09-30,"ROBERTO PAYAN","Residencial Sub",1,13975.889
"R",2011-09-30,"CUMBITARA","Residencial 1",1,20327.943
"U",2011-09-30,"BARBACOAS","Oficial",0,26205.741
"U",2011-09-30,"EL ROSARIO","Residencial 2",2,28326.769
"U",2011-09-30,"BARBACOAS","Comercial",0,29348.246
"U",2011-09-30,"MAGUI","Residencial Sub",1,30632.754
"R",2011-09-30,"MAGUI","Residencial Sub",1,32814.758
"U",2011-09-30,"ROBERTO PAYAN","Residencial Sub",1,49661.356
"U",2011-09-30,"EL ROSARIO","Residencial 1",1,57527.636
"U",2011-09-30,"BARBACOAS","Residencial 2",2,61281.863
"U",2011-09-30,"POLICARPA","Residencial 1",1,71541.778
"R",2011-09-30,"LEIVA","Residencial 1",1,78474.406
"R",2011-09-30,"EL ROSARIO","Residencial 1",1,120175.74
"U",2011-09-30,"LEIVA","Residencial 1",1,137615.49
"R",2011-09-30,"POLICARPA","Residencial 1",1,152170.11
"R",2011-09-30,"BARBACOAS","Residencial 1",1,188939.47
"U",2011-09-30,"BARBACOAS","Residencial 1",1,276620.95
"U",2011-10-31,"CUMBITARA","Residencial 3",3,56.318
"U",2011-10-31,"POLICARPA","Residencial 2",2,96.367
"U",2011-10-31,"CUMBITARA","Residencial 2",2,108.99
"R",2011-10-31,"CUMBITARA","Residencial 1",1,119.524
"R",2011-10-31,"CUMBITARA","Residencial 2",2,119.93
"R",2011-10-31,"POLICARPA","Comercial",0,132.196
"R",2011-10-31,"CUMBITARA","Oficial",0,157.205
"U",2011-10-31,"POLICARPA","Especial",0,158.14
"R",2011-10-31,"MAGUI","Oficial",0,217.504
"R",2011-10-31,"POLICARPA","Residencial 3",3,286.629
"R",2011-10-31,"CUMBITARA","Especial",0,363.032
"U",2011-10-31,"CUMBITARA","Oficial",0,452.978
"U",2011-10-31,"CUMBITARA","Comercial",0,498.763
"U",2011-10-31,"CUMBITARA","Residencial 1",1,521.862
"U",2011-10-31,"POLICARPA","Oficial",0,555.962
"U",2011-10-31,"CUMBITARA","Oficial",0,671.363
"R",2011-10-31,"CUMBITARA","Residencial 2",2,727.684
"R",2011-10-31,"POLICARPA","Oficial",0,788.23
"R",2011-10-31,"LEIVA","Comercial",0,794.126
"R",2011-10-31,"LEIVA","Oficial",0,803.656
"R",2011-10-31,"BARBACOAS","Residencial 2",2,861.342
"R",2011-10-31,"CUMBITARA","Comercial",0,1002.387
"U",2011-10-31,"MAGUI","Oficial",0,1023.811
"R",2011-10-31,"LEIVA","Especial",0,1038.717
"U",2011-10-31,"LEIVA","Comercial",0,1067.306
"U",2011-10-31,"LEIVA","Residencial 1",1,1073.66
"R",2011-10-31,"POLICARPA","Residencial 2",2,1192.228
"R",2011-10-31,"BARBACOAS","Comercial",0,1208.098
"U",2011-10-31,"POLICARPA","Residencial 1",1,1251.532
"U",2011-10-31,"BARBACOAS","Industrial",0,1262.885
"R",2011-10-31,"POLICARPA","Residencial 2",2,1342.339
"R",2011-10-31,"EL ROSARIO","Oficial",0,1373.975
"R",2011-10-31,"EL ROSARIO","Residencial 2",2,1417.08
"R",2011-10-31,"LEIVA","Residencial 2",2,1419.897
"U",2011-10-31,"EL ROSARIO","Oficial",0,1494.941
"R",2011-10-31,"EL ROSARIO","Residencial 1",1,1821.96
"U",2011-10-31,"POLICARPA","Comercial",0,1885.327
"R",2011-10-31,"POLICARPA","Especial",0,1943.794
"U",2011-10-31,"EL ROSARIO","Comercial",0,1977.683
"R",2011-10-31,"BARBACOAS","Especial",0,2010.546
"R",2011-10-31,"EL ROSARIO","Especial",0,2133.348
"U",2011-10-31,"EL ROSARIO","Residencial 1",1,2420.382
"U",2011-10-31,"BARBACOAS","Residencial 3",3,2658.924
"U",2011-10-31,"EL ROSARIO","Especial",0,2684.666
"U",2011-10-31,"POLICARPA","Oficial",0,2840.592
"R",2011-10-31,"LEIVA","Residencial 1",1,3122.503
"U",2011-10-31,"LEIVA","Oficial",0,4361.722
"U",2011-10-31,"POLICARPA","Residencial 2",2,5342.172
"R",2011-10-31,"POLICARPA","Residencial 1",1,5680.077
"U",2011-10-31,"CUMBITARA","Residencial 2",2,5778.194
"U",2011-10-31,"CUMBITARA","Residencial 1",1,5798.377
"U",2011-10-31,"LEIVA","Residencial 2",2,6006.773
"R",2011-10-31,"BARBACOAS","Oficial",0,6862.438
"R",2011-10-31,"ROBERTO PAYAN","Residencial 1",1,7486.766
"R",2011-10-31,"ROBERTO PAYAN","Residencial Sub",1,13314.305
"R",2011-10-31,"CUMBITARA","Residencial 1",1,18707.009
"U",2011-10-31,"EL ROSARIO","Residencial 2",2,23330.51
"U",2011-10-31,"BARBACOAS","Oficial",0,27394.947
"U",2011-10-31,"BARBACOAS","Comercial",0,28415.722
"U",2011-10-31,"MAGUI","Residencial Sub",1,30148.553
"R",2011-10-31,"MAGUI","Residencial Sub",1,32486.528
"U",2011-10-31,"ROBERTO PAYAN","Residencial Sub",1,47829.535
"U",2011-10-31,"EL ROSARIO","Residencial 1",1,50946.36
"U",2011-10-31,"BARBACOAS","Residencial 2",2,56419.968
"U",2011-10-31,"POLICARPA","Residencial 1",1,58744.152
"R",2011-10-31,"LEIVA","Residencial 1",1,72317.205
"R",2011-10-31,"EL ROSARIO","Residencial 1",1,109609.49
"R",2011-10-31,"POLICARPA","Residencial 1",1,120302.92
"U",2011-10-31,"LEIVA","Residencial 1",1,121822.21
"R",2011-10-31,"BARBACOAS","Residencial 1",1,164049.05
"U",2011-10-31,"BARBACOAS","Residencial 1",1,243528.39
"U",2011-11-30,"POLICARPA","Residencial 2",2,17.312
"U",2011-11-30,"CUMBITARA","Residencial 2",2,28.863
"U",2011-11-30,"CUMBITARA","Residencial 3",3,86.589
"R",2011-11-30,"CUMBITARA","Oficial",0,126.119
"R",2011-11-30,"POLICARPA","Comercial",0,138.497
"R",2011-11-30,"CUMBITARA","Residencial 1",1,149.335
"R",2011-11-30,"CUMBITARA","Residencial 2",2,156.237
"U",2011-11-30,"POLICARPA","Especial",0,174.695
"R",2011-11-30,"MAGUI","Oficial",0,387.076
"R",2011-11-30,"POLICARPA","Residencial 3",3,391.884
"R",2011-11-30,"CUMBITARA","Especial",0,467.454
"U",2011-11-30,"CUMBITARA","Oficial",0,500.083
"U",2011-11-30,"EL ROSARIO","Residencial 1",1,523.44
"U",2011-11-30,"CUMBITARA","Residencial 1",1,554.988
"R",2011-11-30,"BARBACOAS","Comercial",0,558.326
"R",2011-11-30,"LEIVA","Comercial",0,624.904
"R",2011-11-30,"LEIVA","Oficial",0,743.752
"R",2011-11-30,"POLICARPA","Oficial",0,744.423
"U",2011-11-30,"CUMBITARA","Comercial",0,832.635
"R",2011-11-30,"CUMBITARA","Residencial 2",2,859.617
"U",2011-11-30,"POLICARPA","Oficial",0,936.744
"R",2011-11-30,"LEIVA","Especial",0,996.779
"U",2011-11-30,"CUMBITARA","Oficial",0,1027.774
"R",2011-11-30,"BARBACOAS","Residencial 2",2,1032.283
"U",2011-11-30,"LEIVA","Comercial",0,1046.618
"U",2011-11-30,"LEIVA","Residencial 1",1,1100.292
"U",2011-11-30,"BARBACOAS","Industrial",0,1126.579
"U",2011-11-30,"MAGUI","Oficial",0,1292.204
"R",2011-11-30,"POLICARPA","Residencial 2",2,1372.378
"R",2011-11-30,"EL ROSARIO","Residencial 1",1,1528.209
"R",2011-11-30,"CUMBITARA","Comercial",0,1589.849
"U",2011-11-30,"POLICARPA","Residencial 1",1,1621.048
"R",2011-11-30,"LEIVA","Residencial 2",2,1675.358
"U",2011-11-30,"EL ROSARIO","Oficial",0,1717.416
"R",2011-11-30,"POLICARPA","Residencial 2",2,1789.445
"R",2011-11-30,"EL ROSARIO","Residencial 2",2,1804.741
"R",2011-11-30,"POLICARPA","Especial",0,1902.765
"R",2011-11-30,"BARBACOAS","Especial",0,1970.942
"U",2011-11-30,"POLICARPA","Comercial",0,1997.191
"U",2011-11-30,"EL ROSARIO","Comercial",0,2179.517
"R",2011-11-30,"EL ROSARIO","Especial",0,2184.974
"R",2011-11-30,"EL ROSARIO","Oficial",0,2398.869
"U",2011-11-30,"BARBACOAS","Residencial 3",3,2583.19
"U",2011-11-30,"POLICARPA","Oficial",0,3092.639
"U",2011-11-30,"EL ROSARIO","Especial",0,3296.564
"R",2011-11-30,"LEIVA","Residencial 1",1,4167.307
"U",2011-11-30,"LEIVA","Oficial",0,4903.503
"U",2011-11-30,"POLICARPA","Residencial 2",2,5950.653
"U",2011-11-30,"LEIVA","Residencial 2",2,6137.858
"R",2011-11-30,"BARBACOAS","Oficial",0,6705.079
"R",2011-11-30,"POLICARPA","Residencial 1",1,6798.952
"U",2011-11-30,"CUMBITARA","Residencial 1",1,8780.322
"U",2011-11-30,"CUMBITARA","Residencial 2",2,8848.707
"R",2011-11-30,"ROBERTO PAYAN","Residencial 1",1,9478.679
"R",2011-11-30,"ROBERTO PAYAN","Residencial Sub",1,14317.457
"R",2011-11-30,"CUMBITARA","Residencial 1",1,23467.987
"U",2011-11-30,"EL ROSARIO","Residencial 2",2,27360.397
"U",2011-11-30,"BARBACOAS","Oficial",0,31199.21
"U",2011-11-30,"MAGUI","Residencial Sub",1,36727.539
"U",2011-11-30,"BARBACOAS","Comercial",0,38108.54
"R",2011-11-30,"MAGUI","Residencial Sub",1,41968.436
"U",2011-11-30,"ROBERTO PAYAN","Residencial Sub",1,58919.96
"U",2011-11-30,"EL ROSARIO","Residencial 1",1,61024.655
"U",2011-11-30,"BARBACOAS","Residencial 2",2,65516.498
"U",2011-11-30,"POLICARPA","Residencial 1",1,70406.894
"R",2011-11-30,"LEIVA","Residencial 1",1,82798.625
"R",2011-11-30,"EL ROSARIO","Residencial 1",1,117182.32
"R",2011-11-30,"POLICARPA","Residencial 1",1,136570.57
"U",2011-11-30,"LEIVA","Residencial 1",1,136592.39
"R",2011-11-30,"BARBACOAS","Residencial 1",1,190061.85
"U",2011-11-30,"BARBACOAS","Residencial 1",1,288634.09
"U",2011-12-31,"POLICARPA","Residencial 2",2,7.353
"U",2011-12-31,"CUMBITARA","Residencial 2",2,30.775
"U",2011-12-31,"CUMBITARA","Residencial 3",3,89.051
"R",2011-12-31,"POLICARPA","Comercial",0,142.646
"R",2011-12-31,"CUMBITARA","Oficial",0,146.017
"U",2011-12-31,"POLICARPA","Especial",0,176.468
"R",2011-12-31,"CUMBITARA","Residencial 1",1,187.924
"R",2011-12-31,"CUMBITARA","Residencial 2",2,193.816
"R",2011-12-31,"POLICARPA","Residencial 3",3,410.289
"R",2011-12-31,"CUMBITARA","Especial",0,446.566
"R",2011-12-31,"LEIVA","Comercial",0,504.315
"U",2011-12-31,"EL ROSARIO","Residencial 1",1,509.541
"R",2011-12-31,"MAGUI","Oficial",0,550.317
"U",2011-12-31,"CUMBITARA","Residencial 1",1,553.294
"U",2011-12-31,"CUMBITARA","Oficial",0,608.297
"R",2011-12-31,"BARBACOAS","Comercial",0,612.108
"R",2011-12-31,"BARBACOAS","Residencial 2",2,691.418
"R",2011-12-31,"LEIVA","Oficial",0,800.972
"U",2011-12-31,"CUMBITARA","Comercial",0,846.639
"U",2011-12-31,"LEIVA","Comercial",0,916.338
"R",2011-12-31,"LEIVA","Especial",0,946.003
"R",2011-12-31,"POLICARPA","Oficial",0,1014.693
"U",2011-12-31,"LEIVA","Residencial 1",1,1035.001
"U",2011-12-31,"CUMBITARA","Oficial",0,1061.408
"R",2011-12-31,"POLICARPA","Residencial 2",2,1219.102
"U",2011-12-31,"MAGUI","Oficial",0,1241.787
"R",2011-12-31,"POLICARPA","Residencial 2",2,1247.042
"R",2011-12-31,"CUMBITARA","Residencial 2",2,1260.138
"R",2011-12-31,"EL ROSARIO","Residencial 2",2,1416.59
"U",2011-12-31,"POLICARPA","Residencial 1",1,1433.805
